      az(d)       el(d) polygon_ids
  82.000000  -48.000000 3
  84.000000  -48.000000 3
  86.000000  -48.000000 3
  88.000000  -48.000000 3
  90.000000  -48.000000 3
  92.000000  -48.000000 3
  94.000000  -48.000000 3
  96.000000  -48.000000 3
  98.000000  -48.000000 3
 100.000000  -48.000000 3
 102.000000  -48.000000 3
 104.000000  -48.000000 3
 106.000000  -48.000000 3
 108.000000  -48.000000 3
 110.000000  -48.000000 3
 112.000000  -48.000000 3
 114.000000  -48.000000 3
 116.000000  -48.000000 3
 118.000000  -48.000000 3
 120.000000  -48.000000 3
 122.000000  -48.000000 3
 124.000000  -48.000000 3
 126.000000  -48.000000 3
 128.000000  -48.000000 3
 130.000000  -48.000000 3
 132.000000  -48.000000 3
 134.000000  -48.000000 3
 136.000000  -48.000000 3
 138.000000  -48.000000 3
 140.000000  -48.000000 3
 142.000000  -48.000000 3
 144.000000  -48.000000 3
 146.000000  -48.000000 3
 148.000000  -48.000000 3
 150.000000  -48.000000 3
 152.000000  -48.000000 3
 154.000000  -48.000000 3
 156.000000  -48.000000 3
 158.000000  -48.000000 3
 160.000000  -48.000000 3
 162.000000  -48.000000 3
 164.000000  -48.000000 3
 166.000000  -48.000000 3
 168.000000  -48.000000 3
 170.000000  -48.000000 3
 172.000000  -48.000000 3
 174.000000  -48.000000 3
 176.000000  -48.000000 3
 178.000000  -48.000000 3
 180.000000  -48.000000 3 4
-180.000000  -46.000000 3 4
-178.000000  -46.000000 4
-176.000000  -46.000000 4
-174.000000  -46.000000 4
-172.000000  -46.000000 4
-170.000000  -46.000000 4
-168.000000  -46.000000 4
-166.000000  -46.000000 4
-164.000000  -46.000000 4
-162.000000  -46.000000 4
-160.000000  -46.000000 4
-158.000000  -46.000000 4
-156.000000  -46.000000 4
-154.000000  -46.000000 4
-152.000000  -46.000000 4
-150.000000  -46.000000 4
-148.000000  -46.000000 4
-146.000000  -46.000000 4
-144.000000  -46.000000 4
-142.000000  -46.000000 4
-140.000000  -46.000000 4
-138.000000  -46.000000 4
-136.000000  -46.000000 4
-134.000000  -46.000000 4
-132.000000  -46.000000 4
-130.000000  -46.000000 4
-128.000000  -46.000000 4
-126.000000  -46.000000 4
-124.000000  -46.000000 4
-122.000000  -46.000000 4
-120.000000  -46.000000 4
-118.000000  -46.000000 4
-116.000000  -46.000000 4
-114.000000  -46.000000 4
-112.000000  -46.000000 4
-110.000000  -46.000000 4
-108.000000  -46.000000 4
-106.000000  -46.000000 4
-104.000000  -46.000000 4
-102.000000  -46.000000 4
-100.000000  -46.000000 4
 -98.000000  -46.000000 4
 -96.000000  -46.000000 4
 -94.000000  -46.000000 4
 -92.000000  -46.000000 4
 -90.000000  -46.000000 4
 -88.000000  -46.000000 4
 -86.000000  -46.000000 4
 -84.000000  -46.000000 4
 -82.000000  -46.000000 4
 -80.000000  -46.000000 4
 -78.000000  -46.000000 4
 -76.000000  -46.000000 4
 -74.000000  -46.000000 4
 -72.000000  -46.000000 4
 -70.000000  -46.000000 4
 -68.000000  -46.000000 4
 -66.000000  -46.000000 4
 -64.000000  -46.000000 4
 -62.000000  -46.000000 4
 -60.000000  -46.000000 4
 -58.000000  -46.000000 4
 -56.000000  -46.000000 4
 -54.000000  -46.000000 4
 -52.000000  -46.000000 4
 -50.000000  -46.000000 4
 -48.000000  -46.000000 4
 -46.000000  -46.000000 4
 -44.000000  -46.000000 4
 -42.000000  -46.000000 4
 -40.000000  -46.000000 4
 -38.000000  -46.000000 4
 -36.000000  -46.000000 4
 -34.000000  -46.000000 4
 -32.000000  -46.000000 4
 -30.000000  -46.000000 4
 -28.000000  -46.000000 4
 -26.000000  -46.000000 4
 -24.000000  -46.000000 4
 -22.000000  -46.000000 4
 -20.000000  -46.000000 4
 -18.000000  -46.000000 4
 -16.000000  -46.000000 4
 -14.000000  -46.000000 4
 -12.000000  -46.000000 4
 -10.000000  -46.000000 4
  -8.000000  -46.000000 4
  -6.000000  -46.000000 4
  -4.000000  -46.000000 4
  -2.000000  -46.000000 4
   0.000000  -46.000000 3 4
   2.000000  -46.000000 3
   4.000000  -46.000000 3
   6.000000  -46.000000 3
   8.000000  -46.000000 3
  10.000000  -46.000000 3
  12.000000  -46.000000 3
  14.000000  -46.000000 3
  16.000000  -46.000000 3
  18.000000  -46.000000 3
  20.000000  -46.000000 3
  22.000000  -46.000000 3
  24.000000  -46.000000 3
  26.000000  -46.000000 3
  28.000000  -46.000000 3
  30.000000  -46.000000 3
  32.000000  -46.000000 3
  34.000000  -46.000000 3
  36.000000  -46.000000 3
  38.000000  -46.000000 3
  40.000000  -46.000000 3
  42.000000  -46.000000 3
  44.000000  -46.000000 3
  46.000000  -46.000000 3
  48.000000  -46.000000 3
  50.000000  -46.000000 3
  52.000000  -46.000000 3
  54.000000  -46.000000 3
  56.000000  -46.000000 3
  58.000000  -46.000000 3
  60.000000  -46.000000 3
  62.000000  -46.000000 3
  64.000000  -46.000000 3
  66.000000  -46.000000 3
  68.000000  -46.000000 3
  70.000000  -46.000000 3
  72.000000  -46.000000 3
  74.000000  -46.000000 3
  76.000000  -46.000000 3
  78.000000  -46.000000 3
  80.000000  -46.000000 3
  82.000000  -46.000000 3
  84.000000  -46.000000 3
  86.000000  -46.000000 3
  88.000000  -46.000000 3
  90.000000  -46.000000 3
  92.000000  -46.000000 3
  94.000000  -46.000000 3
  96.000000  -46.000000 3
  98.000000  -46.000000 3
 100.000000  -46.000000 3
 102.000000  -46.000000 3
 104.000000  -46.000000 3
 106.000000  -46.000000 3
 108.000000  -46.000000 3
 110.000000  -46.000000 3
 112.000000  -46.000000 3
 114.000000  -46.000000 3
 116.000000  -46.000000 3
 118.000000  -46.000000 3
 120.000000  -46.000000 3
 122.000000  -46.000000 3
 124.000000  -46.000000 3
 126.000000  -46.000000 3
 128.000000  -46.000000 3
 130.000000  -46.000000 3
 132.000000  -46.000000 3
 134.000000  -46.000000 3
 136.000000  -46.000000 3
 138.000000  -46.000000 3
 140.000000  -46.000000 3
 142.000000  -46.000000 3
 144.000000  -46.000000 3
 146.000000  -46.000000 3
 148.000000  -46.000000 3
 150.000000  -46.000000 3
 152.000000  -46.000000 3
 154.000000  -46.000000 3
 156.000000  -46.000000 3
 158.000000  -46.000000 3
 160.000000  -46.000000 3
 162.000000  -46.000000 3
 164.000000  -46.000000 3
 166.000000  -46.000000 3
 168.000000  -46.000000 3
 170.000000  -46.000000 3
 172.000000  -46.000000 3
 174.000000  -46.000000 3
 176.000000  -46.000000 3
 178.000000  -46.000000 3
 180.000000  -46.000000 3 4
-180.000000  -44.000000 4
-178.000000  -44.000000 4
-176.000000  -44.000000 4
-174.000000  -44.000000 4
-172.000000  -44.000000 4
-170.000000  -44.000000 4
-168.000000  -44.000000 4
-166.000000  -44.000000 4
-164.000000  -44.000000 4
-162.000000  -44.000000 4
-160.000000  -44.000000 4
-158.000000  -44.000000 4
-156.000000  -44.000000 4
-154.000000  -44.000000 4
-152.000000  -44.000000 4
-150.000000  -44.000000 4
-148.000000  -44.000000 4
-146.000000  -44.000000 4
-144.000000  -44.000000 4
-142.000000  -44.000000 4
-140.000000  -44.000000 4
-138.000000  -44.000000 4
-136.000000  -44.000000 4
-134.000000  -44.000000 4
-132.000000  -44.000000 4
-130.000000  -44.000000 4
-128.000000  -44.000000 4
-126.000000  -44.000000 4
-124.000000  -44.000000 4
-122.000000  -44.000000 4
-120.000000  -44.000000 4
-118.000000  -44.000000 4
-116.000000  -44.000000 4
-114.000000  -44.000000 4
-112.000000  -44.000000 4
-110.000000  -44.000000 4
-108.000000  -44.000000 4
-106.000000  -44.000000 4
-104.000000  -44.000000 4
-102.000000  -44.000000 4
-100.000000  -44.000000 4
 -98.000000  -44.000000 4
 -96.000000  -44.000000 4
 -94.000000  -44.000000 4
 -92.000000  -44.000000 4
 -90.000000  -44.000000 4
 -88.000000  -44.000000 4
 -86.000000  -44.000000 4
 -84.000000  -44.000000 4
 -82.000000  -44.000000 4
 -80.000000  -44.000000 4
 -78.000000  -44.000000 4
 -76.000000  -44.000000 4
 -74.000000  -44.000000 4
 -72.000000  -44.000000 4
 -70.000000  -44.000000 4
 -68.000000  -44.000000 4
 -66.000000  -44.000000 4
 -64.000000  -44.000000 4
 -62.000000  -44.000000 4
 -60.000000  -44.000000 4
 -58.000000  -44.000000 4
 -56.000000  -44.000000 4
 -54.000000  -44.000000 4
 -52.000000  -44.000000 4
 -50.000000  -44.000000 4
 -48.000000  -44.000000 4
 -46.000000  -44.000000 4
 -44.000000  -44.000000 4
 -42.000000  -44.000000 4
 -40.000000  -44.000000 4
 -38.000000  -44.000000 4
 -36.000000  -44.000000 4
 -34.000000  -44.000000 4
 -32.000000  -44.000000 4
 -30.000000  -44.000000 4
 -28.000000  -44.000000 4
 -26.000000  -44.000000 4
 -24.000000  -44.000000 4
 -22.000000  -44.000000 4
 -20.000000  -44.000000 4
 -18.000000  -44.000000 4
 -16.000000  -44.000000 4
 -14.000000  -44.000000 4
 -12.000000  -44.000000 4
 -10.000000  -44.000000 4
  -8.000000  -44.000000 4
  -6.000000  -44.000000 4
  -4.000000  -44.000000 4
  -2.000000  -44.000000 4
   0.000000  -44.000000 3
   2.000000  -44.000000 3
   4.000000  -44.000000 3
   6.000000  -44.000000 3
   8.000000  -44.000000 3
  10.000000  -44.000000 3
  12.000000  -44.000000 3
  14.000000  -44.000000 3
  16.000000  -44.000000 3
  18.000000  -44.000000 3
  20.000000  -44.000000 3
  22.000000  -44.000000 3
  24.000000  -44.000000 3
  26.000000  -44.000000 3
  28.000000  -44.000000 3
  30.000000  -44.000000 3
  32.000000  -44.000000 3
  34.000000  -44.000000 3
  36.000000  -44.000000 3
  38.000000  -44.000000 3
  40.000000  -44.000000 3
  42.000000  -44.000000 3
  44.000000  -44.000000 3
  46.000000  -44.000000 3
  48.000000  -44.000000 3
  50.000000  -44.000000 3
  52.000000  -44.000000 3
  54.000000  -44.000000 3
  56.000000  -44.000000 3
  58.000000  -44.000000 3
  60.000000  -44.000000 3
  62.000000  -44.000000 3
  64.000000  -44.000000 3
  66.000000  -44.000000 3
  68.000000  -44.000000 3
  70.000000  -44.000000 3
  72.000000  -44.000000 3
  74.000000  -44.000000 3
  76.000000  -44.000000 3
  78.000000  -44.000000 3
  80.000000  -44.000000 3
  82.000000  -44.000000 3
  84.000000  -44.000000 3
  86.000000  -44.000000 3
  88.000000  -44.000000 3
  90.000000  -44.000000 3
  92.000000  -44.000000 3
  94.000000  -44.000000 3
  96.000000  -44.000000 3
  98.000000  -44.000000 3
 100.000000  -44.000000 3
 102.000000  -44.000000 3
 104.000000  -44.000000 3
 106.000000  -44.000000 3
 108.000000  -44.000000 3
 110.000000  -44.000000 3
 112.000000  -44.000000 3
 114.000000  -44.000000 3
 116.000000  -44.000000 3
 118.000000  -44.000000 3
 120.000000  -44.000000 3
 122.000000  -44.000000 3
 124.000000  -44.000000 3
 126.000000  -44.000000 3
 128.000000  -44.000000 3
 130.000000  -44.000000 3
 132.000000  -44.000000 3
 134.000000  -44.000000 3
 136.000000  -44.000000 3
 138.000000  -44.000000 3
 140.000000  -44.000000 3
 142.000000  -44.000000 3
 144.000000  -44.000000 3
 146.000000  -44.000000 3
 148.000000  -44.000000 3
 150.000000  -44.000000 3
 152.000000  -44.000000 3
 154.000000  -44.000000 3
 156.000000  -44.000000 3
 158.000000  -44.000000 3
 160.000000  -44.000000 3
 162.000000  -44.000000 3
 164.000000  -44.000000 3
 166.000000  -44.000000 3
 168.000000  -44.000000 3
 170.000000  -44.000000 3
 172.000000  -44.000000 3
 174.000000  -44.000000 3
 176.000000  -44.000000 3
 178.000000  -44.000000 3
 180.000000  -44.000000 3 4
-180.000000  -42.000000 3 4
-178.000000  -42.000000 4
-176.000000  -42.000000 4
-174.000000  -42.000000 4
-172.000000  -42.000000 4
-170.000000  -42.000000 4
-168.000000  -42.000000 4
-166.000000  -42.000000 4
-164.000000  -42.000000 4
-162.000000  -42.000000 4
-160.000000  -42.000000 4
-158.000000  -42.000000 4
-156.000000  -42.000000 4
-154.000000  -42.000000 4
-152.000000  -42.000000 4
-150.000000  -42.000000 4
-148.000000  -42.000000 4
-146.000000  -42.000000 4
-144.000000  -42.000000 4
-142.000000  -42.000000 4
-140.000000  -42.000000 4
-138.000000  -42.000000 4
-136.000000  -42.000000 4
-134.000000  -42.000000 4
-132.000000  -42.000000 4
-130.000000  -42.000000 4
-128.000000  -42.000000 4
-126.000000  -42.000000 4
-124.000000  -42.000000 4
-122.000000  -42.000000 4
-120.000000  -42.000000 4
-118.000000  -42.000000 4
-116.000000  -42.000000 4
-114.000000  -42.000000 4
-112.000000  -42.000000 4
-110.000000  -42.000000 4
-108.000000  -42.000000 4
-106.000000  -42.000000 4
-104.000000  -42.000000 4
-102.000000  -42.000000 4
-100.000000  -42.000000 4
 -98.000000  -42.000000 4
 -96.000000  -42.000000 4
 -94.000000  -42.000000 4
 -92.000000  -42.000000 4
 -90.000000  -42.000000 4
 -88.000000  -42.000000 4
 -86.000000  -42.000000 4
 -84.000000  -42.000000 4
 -82.000000  -42.000000 4
 -80.000000  -42.000000 4
 -78.000000  -42.000000 4
 -76.000000  -42.000000 4
 -74.000000  -42.000000 4
 -72.000000  -42.000000 4
 -70.000000  -42.000000 4
 -68.000000  -42.000000 4
 -66.000000  -42.000000 4
 -64.000000  -42.000000 4
 -62.000000  -42.000000 4
 -60.000000  -42.000000 4
 -58.000000  -42.000000 4
 -56.000000  -42.000000 4
 -54.000000  -42.000000 4
 -52.000000  -42.000000 4
 -50.000000  -42.000000 4
 -48.000000  -42.000000 4
 -46.000000  -42.000000 4
 -44.000000  -42.000000 4
 -42.000000  -42.000000 4
 -40.000000  -42.000000 4
 -38.000000  -42.000000 4
 -36.000000  -42.000000 4
 -34.000000  -42.000000 4
 -32.000000  -42.000000 4
 -30.000000  -42.000000 4
 -28.000000  -42.000000 4
 -26.000000  -42.000000 4
 -24.000000  -42.000000 4
 -22.000000  -42.000000 4
 -20.000000  -42.000000 4
 -18.000000  -42.000000 4
 -16.000000  -42.000000 4
 -14.000000  -42.000000 4
 -12.000000  -42.000000 4
 -10.000000  -42.000000 4
  -8.000000  -42.000000 4
  -6.000000  -42.000000 4
  -4.000000  -42.000000 4
  -2.000000  -42.000000 4
   0.000000  -42.000000 3 4
   2.000000  -42.000000 3
   4.000000  -42.000000 3
   6.000000  -42.000000 3
   8.000000  -42.000000 3
  10.000000  -42.000000 3
  12.000000  -42.000000 3
  14.000000  -42.000000 3
  16.000000  -42.000000 3
  18.000000  -42.000000 3
  20.000000  -42.000000 3
  22.000000  -42.000000 3
  24.000000  -42.000000 3
  26.000000  -42.000000 3
  28.000000  -42.000000 3
  30.000000  -42.000000 3
  32.000000  -42.000000 3
  34.000000  -42.000000 3
  36.000000  -42.000000 3
  38.000000  -42.000000 3
  40.000000  -42.000000 3
  42.000000  -42.000000 3
  44.000000  -42.000000 3
  46.000000  -42.000000 3
  48.000000  -42.000000 3
  50.000000  -42.000000 3
  52.000000  -42.000000 3
  54.000000  -42.000000 3
  56.000000  -42.000000 3
  58.000000  -42.000000 3
  60.000000  -42.000000 3
  62.000000  -42.000000 3
  64.000000  -42.000000 3
  66.000000  -42.000000 3
  68.000000  -42.000000 3
  70.000000  -42.000000 3
  72.000000  -42.000000 3
  74.000000  -42.000000 3
  76.000000  -42.000000 3
  78.000000  -42.000000 3
  80.000000  -42.000000 3
  82.000000  -42.000000 3
  84.000000  -42.000000 3
  86.000000  -42.000000 3
  88.000000  -42.000000 3
  90.000000  -42.000000 3
  92.000000  -42.000000 3
  94.000000  -42.000000 3
  96.000000  -42.000000 3
  98.000000  -42.000000 3
 100.000000  -42.000000 3
 102.000000  -42.000000 3
 104.000000  -42.000000 3
 106.000000  -42.000000 3
 108.000000  -42.000000 3
 110.000000  -42.000000 3
 112.000000  -42.000000 3
 114.000000  -42.000000 3
 116.000000  -42.000000 3
 118.000000  -42.000000 3
 120.000000  -42.000000 3
 122.000000  -42.000000 3
 124.000000  -42.000000 3
 126.000000  -42.000000 3
 128.000000  -42.000000 3
 130.000000  -42.000000 3
 132.000000  -42.000000 3
 134.000000  -42.000000 3
 136.000000  -42.000000 3
 138.000000  -42.000000 3
 140.000000  -42.000000 3
 142.000000  -42.000000 3
 144.000000  -42.000000 3
 146.000000  -42.000000 3
 148.000000  -42.000000 3
 150.000000  -42.000000 3
 152.000000  -42.000000 3
 154.000000  -42.000000 3
 156.000000  -42.000000 3
 158.000000  -42.000000 3
 160.000000  -42.000000 3
 162.000000  -42.000000 3
 164.000000  -42.000000 3
 166.000000  -42.000000 3
 168.000000  -42.000000 3
 170.000000  -42.000000 3
 172.000000  -42.000000 3
 174.000000  -42.000000 3
 176.000000  -42.000000 3
 178.000000  -42.000000 3
 180.000000  -42.000000 3 4
-180.000000  -40.000000 3 4
-178.000000  -40.000000 4
-176.000000  -40.000000 4
-174.000000  -40.000000 4
-172.000000  -40.000000 4
-170.000000  -40.000000 4
-168.000000  -40.000000 4
-166.000000  -40.000000 4
-164.000000  -40.000000 4
-162.000000  -40.000000 4
-160.000000  -40.000000 4
-158.000000  -40.000000 4
-156.000000  -40.000000 4
-154.000000  -40.000000 4
-152.000000  -40.000000 4
-150.000000  -40.000000 4
-148.000000  -40.000000 4
-146.000000  -40.000000 4
-144.000000  -40.000000 4
-142.000000  -40.000000 4
-140.000000  -40.000000 4
-138.000000  -40.000000 4
-136.000000  -40.000000 4
-134.000000  -40.000000 4
-132.000000  -40.000000 4
-130.000000  -40.000000 4
-128.000000  -40.000000 4
-126.000000  -40.000000 4
-124.000000  -40.000000 4
-122.000000  -40.000000 4
-120.000000  -40.000000 4
-118.000000  -40.000000 4
-116.000000  -40.000000 4
-114.000000  -40.000000 4
-112.000000  -40.000000 4
-110.000000  -40.000000 4
-108.000000  -40.000000 4
-106.000000  -40.000000 4
-104.000000  -40.000000 4
-102.000000  -40.000000 4
-100.000000  -40.000000 4
 -98.000000  -40.000000 4
 -96.000000  -40.000000 4
 -94.000000  -40.000000 4
 -92.000000  -40.000000 4
 -90.000000  -40.000000 4
 -88.000000  -40.000000 4
 -86.000000  -40.000000 4
 -84.000000  -40.000000 4
 -82.000000  -40.000000 4
 -80.000000  -40.000000 4
 -78.000000  -40.000000 4
 -76.000000  -40.000000 4
 -74.000000  -40.000000 4
 -72.000000  -40.000000 4
 -70.000000  -40.000000 4
 -68.000000  -40.000000 4
 -66.000000  -40.000000 4
 -64.000000  -40.000000 4
 -62.000000  -40.000000 4
 -60.000000  -40.000000 4
 -58.000000  -40.000000 4
 -56.000000  -40.000000 4
 -54.000000  -40.000000 4
 -52.000000  -40.000000 4
 -50.000000  -40.000000 4
 -48.000000  -40.000000 4
 -46.000000  -40.000000 4
 -44.000000  -40.000000 4
 -42.000000  -40.000000 4
 -40.000000  -40.000000 4
 -38.000000  -40.000000 4
 -36.000000  -40.000000 4
 -34.000000  -40.000000 4
 -32.000000  -40.000000 4
 -30.000000  -40.000000 4
 -28.000000  -40.000000 4
 -26.000000  -40.000000 4
 -24.000000  -40.000000 4
 -22.000000  -40.000000 4
 -20.000000  -40.000000 4
 -18.000000  -40.000000 4
 -16.000000  -40.000000 4
 -14.000000  -40.000000 4
 -12.000000  -40.000000 4
 -10.000000  -40.000000 4
  -8.000000  -40.000000 4
  -6.000000  -40.000000 4
  -4.000000  -40.000000 4
  -2.000000  -40.000000 4
   0.000000  -40.000000 3 4
   2.000000  -40.000000 3
   4.000000  -40.000000 3
   6.000000  -40.000000 3
   8.000000  -40.000000 3
  10.000000  -40.000000 3
  12.000000  -40.000000 3
  14.000000  -40.000000 3
  16.000000  -40.000000 3
  18.000000  -40.000000 3
  20.000000  -40.000000 3
  22.000000  -40.000000 3
  24.000000  -40.000000 3
  26.000000  -40.000000 3
  28.000000  -40.000000 3
  30.000000  -40.000000 3
  32.000000  -40.000000 3
  34.000000  -40.000000 3
  36.000000  -40.000000 3
  38.000000  -40.000000 3
  40.000000  -40.000000 3
  42.000000  -40.000000 3
  44.000000  -40.000000 3
  46.000000  -40.000000 3
  48.000000  -40.000000 3
  50.000000  -40.000000 3
  52.000000  -40.000000 3
  54.000000  -40.000000 3
  56.000000  -40.000000 3
  58.000000  -40.000000 3
  60.000000  -40.000000 3
  62.000000  -40.000000 3
  64.000000  -40.000000 3
  66.000000  -40.000000 3
  68.000000  -40.000000 3
  70.000000  -40.000000 3
  72.000000  -40.000000 3
  74.000000  -40.000000 3
  76.000000  -40.000000 3
  78.000000  -40.000000 3
  80.000000  -40.000000 3
  82.000000  -40.000000 3
  84.000000  -40.000000 3
  86.000000  -40.000000 3
  88.000000  -40.000000 3
  90.000000  -40.000000 3
  92.000000  -40.000000 3
  94.000000  -40.000000 3
  96.000000  -40.000000 3
  98.000000  -40.000000 3
 100.000000  -40.000000 3
 102.000000  -40.000000 3
 104.000000  -40.000000 3
 106.000000  -40.000000 3
 108.000000  -40.000000 3
 110.000000  -40.000000 3
 112.000000  -40.000000 3
 114.000000  -40.000000 3
 116.000000  -40.000000 3
 118.000000  -40.000000 3
 120.000000  -40.000000 3
 122.000000  -40.000000 3
 124.000000  -40.000000 3
 126.000000  -40.000000 3
 128.000000  -40.000000 3
 130.000000  -40.000000 3
 132.000000  -40.000000 3
 134.000000  -40.000000 3
 136.000000  -40.000000 3
 138.000000  -40.000000 3
 140.000000  -40.000000 3
 142.000000  -40.000000 3
 144.000000  -40.000000 3
 146.000000  -40.000000 3
 148.000000  -40.000000 3
 150.000000  -40.000000 3
 152.000000  -40.000000 3
 154.000000  -40.000000 3
 156.000000  -40.000000 3
 158.000000  -40.000000 3
 160.000000  -40.000000 3
 162.000000  -40.000000 3
 164.000000  -40.000000 3
 166.000000  -40.000000 3
 168.000000  -40.000000 3
 170.000000  -40.000000 3
 172.000000  -40.000000 3
 174.000000  -40.000000 3
 176.000000  -40.000000 3
 178.000000  -40.000000 3
 180.000000  -40.000000 3 4
-180.000000  -38.000000 3 4
-178.000000  -38.000000 4
-176.000000  -38.000000 4
-174.000000  -38.000000 4
-172.000000  -38.000000 4
-170.000000  -38.000000 4
-168.000000  -38.000000 4
-166.000000  -38.000000 4
-164.000000  -38.000000 4
-162.000000  -38.000000 4
-160.000000  -38.000000 4
-158.000000  -38.000000 4
-156.000000  -38.000000 4
-154.000000  -38.000000 4
-152.000000  -38.000000 4
-150.000000  -38.000000 4
-148.000000  -38.000000 4
-146.000000  -38.000000 4
-144.000000  -38.000000 4
-142.000000  -38.000000 4
-140.000000  -38.000000 4
-138.000000  -38.000000 4
-136.000000  -38.000000 4
-134.000000  -38.000000 4
-132.000000  -38.000000 4
-130.000000  -38.000000 4
-128.000000  -38.000000 4
-126.000000  -38.000000 4
-124.000000  -38.000000 4
-122.000000  -38.000000 4
-120.000000  -38.000000 4
-118.000000  -38.000000 4
-116.000000  -38.000000 4
-114.000000  -38.000000 4
-112.000000  -38.000000 4
-110.000000  -38.000000 4
-108.000000  -38.000000 4
-106.000000  -38.000000 4
-104.000000  -38.000000 4
-102.000000  -38.000000 4
-100.000000  -38.000000 4
 -98.000000  -38.000000 4
 -96.000000  -38.000000 4
 -94.000000  -38.000000 4
 -92.000000  -38.000000 4
 -90.000000  -38.000000 4
 -88.000000  -38.000000 4
 -86.000000  -38.000000 4
 -84.000000  -38.000000 4
 -82.000000  -38.000000 4
 -80.000000  -38.000000 4
 -78.000000  -38.000000 4
 -76.000000  -38.000000 4
 -74.000000  -38.000000 4
 -72.000000  -38.000000 4
 -70.000000  -38.000000 4
 -68.000000  -38.000000 4
 -66.000000  -38.000000 4
 -64.000000  -38.000000 4
 -62.000000  -38.000000 4
 -60.000000  -38.000000 4
 -58.000000  -38.000000 4
 -56.000000  -38.000000 4
 -54.000000  -38.000000 4
 -52.000000  -38.000000 4
 -50.000000  -38.000000 4
 -48.000000  -38.000000 4
 -46.000000  -38.000000 4
 -44.000000  -38.000000 4
 -42.000000  -38.000000 4
 -40.000000  -38.000000 4
 -38.000000  -38.000000 4
 -36.000000  -38.000000 4
 -34.000000  -38.000000 4
 -32.000000  -38.000000 4
 -30.000000  -38.000000 4
 -28.000000  -38.000000 4
 -26.000000  -38.000000 4
 -24.000000  -38.000000 4
 -22.000000  -38.000000 4
 -20.000000  -38.000000 4
 -18.000000  -38.000000 4
 -16.000000  -38.000000 4
 -14.000000  -38.000000 4
 -12.000000  -38.000000 4
 -10.000000  -38.000000 4
  -8.000000  -38.000000 4
  -6.000000  -38.000000 4
  -4.000000  -38.000000 4
  -2.000000  -38.000000 4
   0.000000  -38.000000 3 4
   2.000000  -38.000000 3
   4.000000  -38.000000 3
   6.000000  -38.000000 3
   8.000000  -38.000000 3
  10.000000  -38.000000 3
  12.000000  -38.000000 3
  14.000000  -38.000000 3
  16.000000  -38.000000 3
  18.000000  -38.000000 3
  20.000000  -38.000000 3
  22.000000  -38.000000 3
  24.000000  -38.000000 3
  26.000000  -38.000000 3
  28.000000  -38.000000 3
  30.000000  -38.000000 3
  32.000000  -38.000000 3
  34.000000  -38.000000 3
  36.000000  -38.000000 3
  38.000000  -38.000000 3
  40.000000  -38.000000 3
  42.000000  -38.000000 3
  44.000000  -38.000000 3
  46.000000  -38.000000 3
  48.000000  -38.000000 3
  50.000000  -38.000000 3
  52.000000  -38.000000 3
  54.000000  -38.000000 3
  56.000000  -38.000000 3
  58.000000  -38.000000 3
  60.000000  -38.000000 3
  62.000000  -38.000000 3
  64.000000  -38.000000 3
  66.000000  -38.000000 3
  68.000000  -38.000000 3
  70.000000  -38.000000 3
  72.000000  -38.000000 3
  74.000000  -38.000000 3
  76.000000  -38.000000 3
  78.000000  -38.000000 3
  80.000000  -38.000000 3
  82.000000  -38.000000 3
  84.000000  -38.000000 3
  86.000000  -38.000000 3
  88.000000  -38.000000 3
  90.000000  -38.000000 3
  92.000000  -38.000000 3
  94.000000  -38.000000 3
  96.000000  -38.000000 3
  98.000000  -38.000000 3
 100.000000  -38.000000 3
 102.000000  -38.000000 3
 104.000000  -38.000000 3
 106.000000  -38.000000 3
 108.000000  -38.000000 3
 110.000000  -38.000000 3
 112.000000  -38.000000 3
 114.000000  -38.000000 3
 116.000000  -38.000000 3
 118.000000  -38.000000 3
 120.000000  -38.000000 3
 122.000000  -38.000000 3
 124.000000  -38.000000 3
 126.000000  -38.000000 3
 128.000000  -38.000000 3
 130.000000  -38.000000 3
 132.000000  -38.000000 3
 134.000000  -38.000000 3
 136.000000  -38.000000 3
 138.000000  -38.000000 3
 140.000000  -38.000000 3
 142.000000  -38.000000 3
 144.000000  -38.000000 3
 146.000000  -38.000000 3
 148.000000  -38.000000 3
 150.000000  -38.000000 3
 152.000000  -38.000000 3
 154.000000  -38.000000 3
 156.000000  -38.000000 3
 158.000000  -38.000000 3
 160.000000  -38.000000 3
 162.000000  -38.000000 3
 164.000000  -38.000000 3
 166.000000  -38.000000 3
 168.000000  -38.000000 3
 170.000000  -38.000000 3
 172.000000  -38.000000 3
 174.000000  -38.000000 3
 176.000000  -38.000000 3
 178.000000  -38.000000 3
 180.000000  -38.000000 3 4
-180.000000  -36.000000 4
-178.000000  -36.000000 4
-176.000000  -36.000000 4
-174.000000  -36.000000 4
-172.000000  -36.000000 4
-170.000000  -36.000000 4
-168.000000  -36.000000 4
-166.000000  -36.000000 4
-164.000000  -36.000000 4
-162.000000  -36.000000 4
-160.000000  -36.000000 4
-158.000000  -36.000000 4
-156.000000  -36.000000 4
-154.000000  -36.000000 4
-152.000000  -36.000000 4
-150.000000  -36.000000 4
-148.000000  -36.000000 4
-146.000000  -36.000000 4
-144.000000  -36.000000 4
-142.000000  -36.000000 4
-140.000000  -36.000000 4
-138.000000  -36.000000 4
-136.000000  -36.000000 4
-134.000000  -36.000000 4
